0, ElapsedTime, position.x, position.y, position.z, mass
0.0062536, 0, 0, 0, 1000
0.0098754, 0, 0, 0, 1000
0.0004341, 0, 0, 0, 1000
0.0002437, 0, 0, 0, 1000
0.0050277, 0, 0, 0, 1000
0.0039785, 0, 0, 0, 1000
0.0040022, 0, 0, 0, 1000
0.0040141, 0, 0, 0, 1000
0.0040015, 0, 0, 0, 1000
0.0039965, 0, 0, 0, 1000
0.0039958, 0, 0, 0, 1000
0.0040081, 0, 0, 0, 1000
0.0039773, 0, 0, 0, 1000
0.004028, 0, 0, 0, 1000
0.0039846, 0, 0, 0, 1000
0.0040296, 0, 0, 0, 1000
0.0039717, 0, 0, 0, 1000
0.0040049, 0, 0, 0, 1000
0.0039991, 0, 0, 0, 1000
0.0040075, 0, 0, 0, 1000
0.004024, 0, 0, 0, 1000
0.0040006, 0, 0, 0, 1000
0.0039639, 0, 0, 0, 1000
0.0039951, 0, 0, 0, 1000
0.0040126, 0, 0, 0, 1000
0.0039907, 0, 0, 0, 1000
0.0039892, 0, 0, 0, 1000
0.0040122, 0, 0, 0, 1000
0.0040048, 0, 0, 0, 1000
0.0040127, 0, 0, 0, 1000
0.0039833, 0, 0, 0, 1000
0.0040006, 0, 0, 0, 1000
0.0040016, 0, 0, 0, 1000
0.0040001, 0, 0, 0, 1000
0.0040109, 0, 0, 0, 1000
0.0039807, 0, 0, 0, 1000
0.0040053, 0, 0, 0, 1000
0.0079895, 0, 0, 0, 1000
0.008, 0, 0, 0, 1000
0.007999, 0, 0, 0, 1000
0.004041, 0, 0, 0, 1000
0.0039944, 0, 0, 0, 1000
0.0039837, 0, 0, 0, 1000
0.0040155, 0, 0, 0, 1000
0.0040243, 0, 0, 0, 1000
0.0050483, 0, 0, 0, 1000
0.0029228, 0, 0, 0, 1000
0.0039868, 0, 0, 0, 1000
0.0040119, 0, 0, 0, 1000
0.0040034, 0, 0, 0, 1000
0.0040399, 0, 0, 0, 1000
0.0039407, 0, 0, 0, 1000
0.0040086, 0, 0, 0, 1000
0.004033, 0, 0, 0, 1000
0.0040539, 0, 0, 0, 1000
0.0039916, 0, 0, 0, 1000
0.003996, 0, 0, 0, 1000
0.0039123, 0, 0, 0, 1000
0.0040155, 0, 0, 0, 1000
0.0040285, 0, 0, 0, 1000
0.0039656, 0, 0, 0, 1000
0.0040235, 0, 0, 0, 1000
0.0039665, 0, 0, 0, 1000
0.0040219, 0, 0, 0, 1000
0.0040142, 0, 0, 0, 1000
0.0039857, 0, 0, 0, 1000
0.0039971, 0, 0, 0, 1000
0.0039963, 0, 0, 0, 1000
0.0040222, 0, 0, 0, 1000
0.0040034, 0, 0, 0, 1000
0.0039768, 0, 0, 0, 1000
0.004014, 0, 0, 0, 1000
0.0045586, 0, 0, 0, 1000
0.0035233, 0, 0, 0, 1000
0.0039053, 0, 0, 0, 1000
0.0040246, 0, 0, 0, 1000
0.0079458, 0, 0, 0, 1000
0.0007923, 0, 0, 0, 1000
0.0072241, 0, 0, 0, 1000
0.0039918, 0, 0, 0, 1000
0.0006785, 0, 0, 0, 1000
0.0073191, 0, 0, 0, 1000
0.0003604, 0, 0, 0, 1000
0.0076361, 0, 0, 0, 1000
0.0004006, 0, 0, 0, 1000
0.0036254, 0, 0, 0, 1000
0.0039885, 0, 0, 0, 1000
0.0040013, 0, 0, 0, 1000
0.0041268, 0, 0, 0, 1000
0.0038724, 0, 0, 0, 1000
0.0040232, 0, 0, 0, 1000
0.0079833, 0, 0, 0, 1000
0.004022, 0, 0, 0, 1000
0.0003342, 0, 0, 0, 1000
0.0036451, 0, 0, 0, 1000
0.003997, 0, 0, 0, 1000
0.0040031, 0, 0, 0, 1000
0.0039925, 0, 0, 0, 1000
0.0040271, 0, 0, 0, 1000
0.003982, 0, 0, 0, 1000
0.0040164, 0, 0, 0, 1000
0.0040065, 0, 0, 0, 1000
0.0039821, 0, 0, 0, 1000
0.0040224, 0, 0, 0, 1000
0.0039756, 0, 0, 0, 1000
0.0080015, 0, 0, 0, 1000
0.0002828, 0, 0, 0, 1000
0.0037344, 0, 0, 0, 1000
0.0040032, 0, 0, 0, 1000
0.0040029, 0, 0, 0, 1000
0.0039656, 0, 0, 0, 1000
0.0040265, 0, 0, 0, 1000
0.0039895, 0, 0, 0, 1000
0.0040141, 0, 0, 0, 1000
0.0039864, 0, 0, 0, 1000
0.0039823, 0, 0, 0, 1000
0.0040093, 0, 0, 0, 1000
0.004023, 0, 0, 0, 1000
0.0040166, 0, 0, 0, 1000
0.0079519, 0, 0, 0, 1000
0.0003233, 0, 0, 0, 1000
0.0037127, 0, 0, 0, 1000
0.0039754, 0, 0, 0, 1000
0.0080226, 0, 0, 0, 1000
0.000292, 0, 0, 0, 1000
0.0036845, 0, 0, 0, 1000
0.0040137, 0, 0, 0, 1000
0.0042263, 0, 0, 0, 1000
0.0038704, 0, 0, 0, 1000
0.0039604, 0, 0, 0, 1000
0.0039231, 0, 0, 0, 1000
0.0040267, 0, 0, 0, 1000
0.0040024, 0, 0, 0, 1000
0.0040176, 0, 0, 0, 1000
0.0040061, 0, 0, 0, 1000
0.0043597, 0, 0, 0, 1000
